Food Item,Type,Link,Energy,Protein,Carbohydrate,Fat,Health Meter,Indgredients
ragi-panki,veg,https://www.balancenutrition.in/recipes/recipe-details/ragi-panki,Energy (kcal)- 132,Protein (g) - 3,Carbohydrate (g)- 22,Fat (g) - 3, This recipe is of a small ragi panki but it provides a good amount of calcium. Ragi or nachni is a nutritious weight loss food and healthy food for diabetics as it regulates blood sugar levels. It is also high in fiber so it is easily digestible. ,"['Nachni/ragi sieved  20gm\xa0', 'Wheat flour  10gm\xa0', 'Low-fat yoghurt 10g\xa0', 'Green chilli minced  ½ tsp\xa0', 'Ginger minced  ½ tsp\xa0', 'Cumin seeds  ½ tsp\xa0', 'Oil  ½ tsp\xa0', 'Banana leaf  6-inch pieces']"
raw-banana-wedges,vegan,https://www.balancenutrition.in/recipes/recipe-details/raw-banana-wedges,Energy (kcal)- 123,Protein (g) - 1.25,Carbohydrate (g)- 23,Fat (g) - 2.75," Raw banana is a good source of fiber, vitamins and minerals, and contain a high amount of resistant starch. Corn flakes have a very high iron content which helps keep the brain alert and helps to maintain healthy blood levels.  ","['Raw bananas: 1 no.', 'R', 'Chaat Masala: 1 tsp', 'Salt to taste']"
soft-khichdi,vegan,https://www.balancenutrition.in/recipes/recipe-details/soft-khichdi,Energy (kcal)- 66,Protein (g) - 2.35,Carbohydrate (g)- 13,Fat (g) - 0.25," The excellent blend of rice and masoor provides carbohydrates, proteins, dietary fiber, magnesium, phosphorus, and potassium. Its soft texture makes this recipe an ideal option for babies and kids.","['White rice - 1/4 cup', 'Moong dal - 1 tsp', 'Chopped vegetables - 2 tbsp', 'Water - 150 to 200ml', 'Salt as per Taste']"
sookhi-urad-dal,veg,https://www.balancenutrition.in/recipes/recipe-details/sookhi-urad-dal,Energy (kcal)- 142,Protein (g) - 8,Carbohydrate (g)- 27,Fat (g) - 3," Green peas are one of the most nutritious vegetables, rich in phytonutrients, minerals, vitamins, and anti-oxidants. They are a rich source of Vit A, K and C. Udad dal is rich in protein and soluble fiber, making this dish an ideal Sabji / evening snack.","['Dhuli urad dal cooked with salt and turmeric powder - 20g', 'Shelled green peas - 20 g', 'Oil - ½ tsp', 'Cumin seeds - ½ tsp', 'Onions, chopped - 2 tbsp', 'Green chillies, finely chopped - 1no.', 'Ginger, finely chopped - ½ tsp', 'Salt as per taste use minimum', 'Red chilli powder - ½ tsp', 'Lemon juice - 1 tsp', 'Fresh coriander leaves, chopped - 2 tbsp']"
spinach-and-green-moong-khichdi-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/spinach-and-green-moong-khichdi-quarantine-sp,Energy (kcal)- 160,Protein (g) - 8,Carbohydrate (g)- 24,Fat (g) - 3," Palak(spinach) is a rich source of vitamin A  which helps to reduce the risk of eye diseases. Antioxidants present in palak reduces the risk of cardiovascular diseases. Brown rice has the germ layer intact, making it a very good source of B vitamins and fiber. It has shown to have a tremendously positive effect on lowering cholesterol, blood sugar, and weight. Brown rice and green moong in this ratio make this recipe a class one protein.","['Whole green gram, soaked for 1 hour - 10g', 'Brown Rice, soaked - 20g', 'Spinach, shredded - 1 cup', 'Oil - ½ tsp', 'Cloves - 1', 'Cumin seeds - ½\xa0 tsp', 'Turmeric powder - a pinch', 'Salt\xa0 as per taste\xa0', 'Moong sprouts - 1tsp', 'Green chillies - 2\xa0', 'Buttermilk - 1 cup', 'Garlic, finely chopped - 1 clove', 'Ginger, finely chopped - ½\xa0 tsp']"
spinach-khichdi,vegan,https://www.balancenutrition.in/recipes/recipe-details/spinach-khichdi,Energy (kcal)- 140,Protein (g) - 3,Carbohydrate (g)- 28.6,Fat (g) - 3.3," Khichidi is always termed as a comfort food, adding spinach is cherry on cake, Health benefits of spinach are not unknown, Spinach is low in fat and even low in cholesterol, spinach is high in niacin and zinc, as well as protein, fiber, vitamins A, C, E and K, thiamin, vitamin B6, folate, calcium, iron, magnesium, phosphorus, potassium, copper, and manganese. So, therefore, it is a very nutritious, filling and a comforting meal.","['Rice - 20 g', 'Yellow lentils - 10 g', 'Spinach [finely chopped] - ½ cup\xa0', 'Oil - 1/2 tsp', 'Cumin seeds - ½ tsp', 'Turmeric - a pinch']"
sprouts-khichdi,vegan,https://www.balancenutrition.in/recipes/recipe-details/sprouts-khichdi,Energy (kcal)- 130,Protein (g) - 6.2,Carbohydrate (g)- 22,Fat (g) - 3.25," A fast-growing baby needs a super food to keep it charged. This yummy khichdi made with mixed sprouts has a hint of subtle spices like onions and garlic. If your baby enjoys this, it will ensure that meal times are splatter-free, more enjoyable.While the child will enjoy the textures and flavors in the dish, you will bask in the happiness of having fed her a nutritious meal","['Cooked white rice - ½ cup\xa0', 'Whole green gram - ¼ cup', 'Oil - ½ tsp', 'Coriander-cumin seeds - ½ tsp', 'Chilli powder - pinch', 'Turmeric powder- ½ tsp', 'Asafoetida - a pinch', 'Onion - 2 tsp', 'Chopped coriander - ½ tsp', 'Salt to taste.']"
tomato-kadhi,veg,https://www.balancenutrition.in/recipes/recipe-details/tomato-kadhi,Energy (kcal)- 51,Protein (g) - 1.6,Carbohydrate (g)- 5.83,Fat (g) - 2.5," Tomato kadhi is the best for people who are lactose intolerance. This kadhi is easy to make & helps in weight loss. It is made from chickpea that is besan is rich in protein, helps to lower the glycemic index and helps to control blood sugar level. Tomato is rich in Vitamin A, vitamin K, vitamins B1, B3, B5, B6, B7, excellent vitamin C, folate, iron, potassium, magnesium, chromium, choline, zinc, and phosphorus. Tomato is not only rich in anti-oxidant but it is also good for kidneys, heart, skin, hair, and eyes. :)","['Roughly chopped tomatoes - 2 cups', 'Oil - 1/2 tsp', 'Mustard seeds ( Rai / Sarson)- ¼\xa0 tsp', 'Cumin seeds (jeera) - ¼\xa0 tsp', 'Chopped green chillies, add as per taste [optional]', 'Curry leaves (Kadi Patta) - 2 or 3\xa0', 'Cloves (laung / lavang) [optional] - 1 no.', 'Besan (Bengal gram flour) - 1 tsp', 'Turmeric powder (haldi) - a pinch', 'Red chilli powder -¼ tsp', 'Asafoetida (Hing) - a pinch', 'Salt to taste', 'Water - 1 cup', 'Green coriander chopped, for garnish.']"
tricolor-dhokla,veg,https://www.balancenutrition.in/recipes/recipe-details/tricolor-dhokla,Energy (kcal)- 362.5,Protein (g) - 10.25,Carbohydrate (g)- 66.5,Fat (g) - 6.5, Making a colorful change in the dhokla increases its appearance. Also increases the nutritional content by adding more vitamins and minerals. ,"['Idli batter- 3 cups\xa0', 'Palak\xa0puree-\xa01/4 cup', 'Green chilli- 1 small', 'Ginger paste- 1 tsp', 'Gun powder (Idli\xa0molagai\xa0podi)- 1 tbsp\xa0', 'Everest Kashmirilal Chilli Powder- 1/4 tsp\xa0', 'Oil- 1/2 tsp for greasing the plate.']"
turai-moong-dal,veg,https://www.balancenutrition.in/recipes/recipe-details/turai-moong-dal,Energy (kcal)- 175,Protein (g) - 9,Carbohydrate (g)- 28,Fat (g) - 5.5," Turia is well loved by Indians. Ridge gourd is extremely rich in dietary fiber. Turai is disliked by many of us due to its unusual appearance.  So, it has been made more delicious and nutritious by adding it to moong dal. Moong dal is one of the easiest dals to digest and also provides plenty of proteins and iron.","['Ridge gourd (turai) peeled - 1 katori\xa0', 'Split green gram skinless (dhuli moong dal) soaked - 1 cup', 'Onions - 1 katori\xa0', 'Oil - 1 tsp', 'Cumin seeds - 1 tsp', 'Mustard seeds - 1/2 tsp', 'Asafoetida - a pinch\xa0', 'Salt - to taste\xa0', 'Coriander powder - 2 tbsp', 'Turmeric powder - 1/4 tsp', 'Garam masala powder - 1\xa0', 'Red chilli powder - 1½\xa0', 'Green chillies halved - 2\xa0', 'Ginger paste - 1 tsp']"
vegetable-kadhi,veg,https://www.balancenutrition.in/recipes/recipe-details/vegetable-kadhi,Energy (kcal)- 95,Protein (g) - 2,Carbohydrate (g)- 20,Fat (g) - 3," Gujarati Kadhi is a special recipe. Yogurt can be an excellent source of protein, Protein in yogurt builds bone calcium and also probiotic meant to help regulate your digestion or strengthen your immune system. The vegetables and spices used in this recipe are rich in anti-oxidants.","['Gram flour (besan) - 1 tsp', 'Yogurt - 50 g', 'Ginger-garlic-green chilli paste - 1 tsp', 'Salt as per taste, use minimum', 'oil - ½ tsp', 'Mustard seeds - ½ tsp', 'Cumin seeds - ½ tsp\xa0', 'Curry leaves - 4 or 5', 'Dried red chillies, broken - 1no.', 'Asafoetida - a pinch', 'Cloves -2 no.', 'Cinnamon - ½ inch stick', 'Radish, finely chopped - 30 g', 'Carrot finely chopped - 30 g', 'Fresh coriander leaves, chopped - 1 tbsp']"
yellow-dal,veg,https://www.balancenutrition.in/recipes/recipe-details/yellow-dal,Energy (kcal)- 120,Protein (g) - 4,Carbohydrate (g)- 13.5,Fat (g) - 5," Toor dal, belonging to the lentil/ legume family is a favorite Indian recipe. Usually eaten with hot rice or even roti, this delicious staple meal has a number of health benefits. High in folic acid, protein and also dietary fiber, they represent a low-fat and low-cholesterol alternative, especially for vegetarians. Not only do they help improving bowel movement, but also reduce the risk of chronic diseases. ","['Toor dal - 4 tsp Or 1 ½ tbsp', 'Red Ripe Tomatoes - 1 small\xa0', 'Olive Oil - 1tsp', 'Ginger Root -1 Tsp\xa0', 'Salt - to taste', 'Red chili - as per taste', 'Cumin Powder - 1/2 tsp', 'Coriander Powder - 1/2 tsp\xa0', 'Lemon juice - squeeze lime as per taste', 'Black Mustard Seeds - 1 tsp', 'Water - depending on dal consistency']"
zucchini-and-carrot-pancake,veg,https://www.balancenutrition.in/recipes/recipe-details/zucchini-and-carrot-pancake,Energy (kcal)- 125,Protein (g) - 4.7,Carbohydrate (g)- 25,Fat (g) - 3, Cereal-pulse (wheat flour + besan) combination improves the quality of protein and makes it an important source of vegetarian protein. Adding vegetables increases the vitamin and mineral content.,"['Wheat\xa0flour- 1 tbsp\xa0', 'Besan-\xa01\xa0tbsp\xa0', 'Thickly\xa0grated\xa0zucchini\xa0and\xa0carrot-\xa01/2\xa0cup\xa0', 'Finely chopped green chillies- 1/2 Tsp', 'Finely chopped coriander (cilantro) leaves- 1 tsp\xa0', 'Salt-\xa0as\xa0per\xa0taste\xa0', 'Oil-\xa01/2\xa0Tsp']"
,veg,https://www.balancenutrition.in/my-recipe-book,Energy (kcal)- 125,Protein (g) - 4.7,Carbohydrate (g)- 25,Fat (g) - 3, Cereal-pulse (wheat flour + besan) combination improves the quality of protein and makes it an important source of vegetarian protein. Adding vegetables increases the vitamin and mineral content.,"['Wheat\xa0flour- 1 tbsp\xa0', 'Besan-\xa01\xa0tbsp\xa0', 'Thickly\xa0grated\xa0zucchini\xa0and\xa0carrot-\xa01/2\xa0cup\xa0', 'Finely chopped green chillies- 1/2 Tsp', 'Finely chopped coriander (cilantro) leaves- 1 tsp\xa0', 'Salt-\xa0as\xa0per\xa0taste\xa0', 'Oil-\xa01/2\xa0Tsp']"
baked-modaks,veg,https://www.balancenutrition.in/recipes/recipe-details/baked-modaks,Energy (kcal)- 215,Protein (g) - 6,Carbohydrate (g)- 52,Fat (g) - 12," No one would ever miss having modaks, during the Ganesh Chaturthi festival, they are high in calories, but still the nutrition we get from coconut & jaggery can't be avoided. Fresh coconut is a quick source of energy & it also improves digestion & absorption of nutrients. They also keep your skin & hair healthy. Jaggery is also a good source of iron, thus good for anemics. If we neglect the number of calories, then 1 modak a day is always better than the chocolates or sweets which we get in the market.
","['Freshly grated coconut - 2 tbsp', 'Jaggery (gud) -\xa0½\xa0tbsp', 'Poppy seeds (roasted and coarsely\xa0crushed) - 1 tsp', 'Cardamom powder -\xa0½\xa0tsp', 'Nutmeg powder - ¼ tsp']"
barley-upma,veg,https://www.balancenutrition.in/recipes/recipe-details/barley-upma,Energy (kcal)- 242,Protein (g) - 8.2,Carbohydrate (g)- 36,Fat (g) - 5.7," Barley is one of the healthiest cereal, it contains soluble fiber and beta-glucan that keeps hunger pangs at bay. Also, it is a low GI food, which makes it suitable for diabetics. It also has a very chewy, pasta-like consistency. Besides this barley claims to be an excellent source of molybdenum, manganese, and selenium. Barley is also a good source of copper, vitamin B1, chromium, phosphorus, magnesium, and niacin.","['Barley\xa0grits\xa0(Broken\xa0Barley)-\xa02\xa0tbsp', 'Mixed\xa0veggies(chopped carrot,\xa0beans,\xa0peas)-\xa01/2\xa0cup\xa0', 'Urad\xa0dal-\xa01\xa0tbsp', 'Mustard\xa0seeds-\xa01\xa0tsp', 'Peanut-\xa01\xa0Tsp', 'Finely chopped Onion-\xa01/2\xa0', 'Finely chopped tomato-\xa01/2', 'Grated\xa0ginger-\xa01\xa0Tsp\xa0', 'Finely chopped green\xa0chilli-\xa01', 'Lemon\xa0Juice\xa0(squeeze\xa0on\xa0top)-\xa0as\xa0per\xa0taste', 'Coriander\xa0Leaves-\xa0for\xa0garnishing', 'Salt-\xa0as\xa0per\xa0taste', 'Water-\xa01\xa0cup', 'Oil-\xa01/2\xa0Tsp']"
black-peas-aamti,vegan,https://www.balancenutrition.in/recipes/recipe-details/black-peas-aamti,Energy (kcal)- 133,Protein (g) - 7.2,Carbohydrate (g)- 19,Fat (g) - 3.1," Black peas are a low-fat and low-calorie food, making them a healthy addition to a weight-loss meal plan. This delicious meal provides soluble fiber which binds to cholesterol and carries it out of the body. It protects you from several intestinal disorders as well.","['Black peas (Kala Vatana) (sprouted) -30 g', 'Onions - 20 g', 'Garlic -\xa0 1 or 2 no.', 'Fresh coriander leaves - a few springs', 'Oil - ½ tsp\xa0', 'Asafoetida a pinch', 'Turmeric powder -\xa0 ½ tsp', 'Red chilli powder -2\xa0 tsp', 'Cumin powder -1 tsp', 'Coriander powder - 1 tsp', 'Kokum petals - 2 or 4 no.', 'Garam masala powder - 1 tsp', 'Salt - to taste']"
brinjal-or-aubergine-rice,veg,https://www.balancenutrition.in/recipes/recipe-details/brinjal-or-aubergine-rice,Energy (kcal)- 140,Protein (g) - 5.5,Carbohydrate (g)- 26,Fat (g) - 3.6," Brinjal rice is a very delicious recipe. Coming to nutritional values, Aubergine/brinjal is a very rich source of fiber and low in soluble carbohydrates. They also help to control the absorption of glucose. This makes them the best option for people suffering from type 2 diabetes. Aubergine is high in water content and low in calorie count. Thus it makes a very healthy diet for people who want to reduce weight. brown rice which provides satiety due to its high fiber content and is much healthier than simply white rice as it is a whole grain. Not only does it contain naturally healthy oils, nutrients such as selenium and manganese, phosphorus.","['Brown rice raw - 20 g', 'Aubergine / Brinjal (finely chopped) - 3 tbsp', 'Coriander seeds - 1 tbsp', 'Red\xa0', 'Chana dal - 1 tsp', 'Sesame seeds -\xa0 ½ tsp', 'Cloves - 2 no.', 'Onion finely chopped - 2 tbsp', 'Oil\xa0 - ½ tsp', '\xa0seeds -\xa0 ½ tsp', 'Urad dal -\xa0 5 gm', 'Curry leaves - 4 no.', 'Turmeric powder - a pinch', 'Salt - as per taste\xa0']"
brown-protein-poha,veg,https://www.balancenutrition.in/recipes/recipe-details/brown-protein-poha,Energy (kcal)- 186,Protein (g) - 7.5,Carbohydrate (g)- 35,Fat (g) - 2.9," Brown rice has hulls and brans which provide ''natural wholeness"" to the grain and are rich in proteins, thiamine, calcium, magnesium, fiber, and potassium. It is high in fiber, acts as an anti-oxidant and has a low glycemic index. The cereal- pulse combination (3:1) offers a full set of amino acids. Lysine is absent in the cereal and methionine is absent in the pulse hence mixing the two is beneficial and this mix becomes a complete protein source. Also adding lemon enhances iron absorption.","['Brown pressed rice flakes- 2 tbsp(30g)', 'Moong (sprouted) - 10g', 'Green peas- ¼ cup (25g)\xa0', 'Carrot- 10g, chopped', 'Onion- 1 small (20g),chopped', 'Lemon juice- 1 tsp\xa0', 'Fresh coriander- 1/2 tbsp Mustard seeds- 1/4 tsp', 'Curry leaves- a few for tempering', 'Green chillies- 1 no., seeded and slit', 'Mustard seeds - 1.4 tsp', 'Turmeric powder- 1/4 tsp', 'Salt- as per taste', 'Oil - 1/2 tsp']"
cabbage-mattar-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/cabbage-mattar-quarantine-sp,Energy (kcal)- 50,Protein (g) - 1,Carbohydrate (g)- 6,Fat (g) - 2.5," Cabbage along with the green peas adds not only fiber but also many minerals in our meal. Turmeric, curry leaves and lemon juice are a good sources of antioxidants and anti-inflammatory which are essential for us. ","['Cabbage, finely chopped- 1/2 cup\xa0', 'Peas- 1/4 cup', 'Onion- 1 small', 'Curry leaves- 1to 2 nos.', 'Mustard seeds- 1/4th tsp\xa0', 'Turmeric- 1/4 tsp', 'Coriander powder -1/4 tsp\xa0', 'Red chili powder - 1/4 tsp', 'Garam masala- 1/4 tsp', 'Salt- to taste', 'Oil - 1/2 tsp', '\xa0Lemon juice- 1 tsp']"
chana-usal-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/chana-usal-quarantine-sp,Energy (kcal)- 195,Protein (g) - 6,Carbohydrate (g)- 12,Fat (g) - 5," Kulith usal or horse-gram salad is an authentic Maharashtrian healthy and nutritious recipe which is usually eaten with bread. Horse gram is a pulse rich in proteins,vitamin C and iron. It is also a good source of dietary fiber and helps to regulate blood sugar levels. ","['Horse gram soaked and boiled - 25 g', 'Onion (chopped) - ½\r\n medium', 'Tomato puree - ½\r\n cup', 'Horse gram stock - 1 cup', 'Ginger strips - for garnishing', 'Chana masala - 1 tsp', 'Red chilli powder - ½\r\n tsp', 'Asafoetida - A pinch', 'Salt to taste']"
dalia-upma,veg,https://www.balancenutrition.in/recipes/recipe-details/dalia-upma,Energy (kcal)- 151,Protein (g) - 2.8,Carbohydrate (g)- 29,Fat (g) - 2.9," When it comes to healthy eating, this power-packed complex carbohydrate breakfast cracked/broken wheat or daliya is one of the best. It plays a role in maintaining body weight. It contains virtually no fats and also free from saturated and trans fatty acids. Not only does it give an appealing taste, but also adds to the crunchiness when eaten. Adding vegetables to the daliya upma would increase its overall nutritional content.","['Roasted Dalia/ broken wheat (raw)- 2 tbsp', 'Vegetables (beans, carrots, capsicum)- 1 Katori\xa0', 'Tomato- 1 medium', 'Chopped onion- 1 small', 'Corn- 2 Tsp\xa0', 'Jeera (cumin seed)- 1/2 tsp', 'Ginger- 1/2 inch piece', 'Black pepper powder/ red chilli powder- a pinch', 'Green chillies- 1', 'Salt- as per taste', 'Coriander leaves- for garnishing', 'Oil- 1/2 Tsp']"
healthy-misal-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/healthy-misal-quarantine-sp,Energy (kcal)- 122,Protein (g) - 7,Carbohydrate (g)- 17,Fat (g) - 3," Packed with the power of three pulses, this recipe proves to be healthy as well as a filling meal to snack on. The whole pulses provide good quality proteins and fiber to complement the meal. Dietary fibers from these pulses help with weight management, regulation of bowel movements and also help to lower cholesterol.","['Chickpeas (Kabuli chana), raw - 10 g', 'Black Bengal gram (Kala Chana), raw - 10 g', 'Black-eyed beans (cowpea), raw - 10 g', 'Onion paste - 1 tbsp', 'Ginger - garlic - green chilli paste - 1 tbsp', 'Turmeric powder - 1/4 tsp', 'Red chilli powder - 1/2 tsp', 'Lemon juice - few drops', 'Missal powder - ¼ tsp', 'Fresh coriander leaves, chopped - 1 tbsp\xa0', 'Salt - to taste', 'Oil - ½ tsp']"
jhunka-bhakar,veg,https://www.balancenutrition.in/recipes/recipe-details/jhunka-bhakar,Energy (kcal)- 272,Protein (g) - 10,Carbohydrate (g)- 40.5,Fat (g) - 3," Jhunka Bhakar is the traditional staple meal consumed in Maharashtra. It provides good quality protein from the cereal-pulse combination it contains. Brown rice flour is rich in vitamin B3, vitamin B6, magnesium, phosphorus, iron, zinc, and manganese. Gram flour has a low glycemic index and low in calories, hence it is beneficial for weight loss & diabetics.","['Brown rice flour -\xa0 2 tbsp\xa0', 'Salt  to taste']"
khamang-kakdi,veg,https://www.balancenutrition.in/recipes/recipe-details/khamang-kakdi,Energy (kcal)- 33,Protein (g) - 1,Carbohydrate (g)- 3.6,Fat (g) - 0.8," Cucumber is a superfood for weight loss, it keeps you hydrated, aids for weight loss, improves digestion, it has lavish amounts of vitamins & reduces cholesterol as well. The goodness of curd is adding the calcium & protein to our khamang kakadi, so let\'s try it today!","['For the salad\xa0', 'Cucumber - 1/4th cup\xa0', 'Roasted peanuts - 1 tsp\xa0', 'Freshly grated coconut - 1/2 tsp\xa0', 'Green chilli, finely chopped - 1/2\xa0', 'Chopped coriander leaves - 2 tsp', 'Curd - 2tbsp', 'Salt as required\xa0']"
kokum-freshner,veg,https://www.balancenutrition.in/recipes/recipe-details/kokum-freshner,Energy (kcal)- 22,Protein (g) - 0,Carbohydrate (g)- 4,Fat (g) - 0," This drink keeps your heart healthy, aids weight loss, boosts your brain activity, builds your immunity.","['Jeera powder\xa0 1/2\xa0 tsp', 'Salt to taste', '\xa0', 'For\xa0 garnishing:', 'Salt rim']"
konkani-dal-palak,veg,https://www.balancenutrition.in/recipes/recipe-details/konkani-dal-palak,Energy (kcal)- 142,Protein (g) - 8,Carbohydrate (g)- 27,Fat (g) - 3," Spinach is a super food loaded with tons of nutrients in a low-calorie package. Dark leafy greens like spinach are important for skin and hair, bone health, and provide iron, vitamins, and minerals. Pigeon pea is a good source of vitamins and minerals such as thiamin, riboflavin, niacin, vitamin B-6, folate. Being one of the good sources of protein, it helps in muscle development.","['Fresh spinach leaves (palak), blanched and chopped - ½ cup', 'Split pigeon pea (Toor dal/Arhar dal) cooked with salt and turmeric powder - 20 g', 'Fenugreek seeds (methi dana) - ½ tsp', 'Dried red chillies - 2', 'Tamarind, soaked in water - 1 tbsp', 'Oil - ½ tsp', 'Onion, finely chopped - 1 small', 'Salt as per taste, use minimum']"
kothimbir-wadi,veg,https://www.balancenutrition.in/recipes/recipe-details/kothimbir-wadi,Energy (kcal)- 88,Protein (g) - 3.9,Carbohydrate (g)- 9,Fat (g) - 3.3," Coriander has multiple health benefits as it is a wonderful source of dietary fiber. Bengal gram flour is a good protein source and is rich in fibre. Yoghurt being a probiotic is also a great substitute for milk. It improves digestion and boosts immunity. Asafoetida also is known as hing is a good source of fibre and has several anti viral and antibacterial properties. Seeds of the mustard plant are a rich source of minerals such as calcium, magnesium, phosphorous and potassium.","['Gram flour - 1 tbsp.\xa0', 'Coriander leaves ( chopped) - 1 cup.', 'Green chillies ( chopped)- 2\xa0', 'Turmeric powder - 1/4 tsp.', 'Asafoetida \xa0- a pinch', 'Mustard seeds -1/2 tsp.', 'Yogurt - 1 tbsp.', 'Salt - \xa0to taste', '\xa0oil \xa0- 1/2 tsp.']"
low-cal-chivda,vegan,https://www.balancenutrition.in/recipes/recipe-details/low-cal-chivda,Energy (kcal)- 172,Protein (g) - 5.3,Carbohydrate (g)- 26.6,Fat (g) - 5.7," This chivda is a good option for a mid-morning or an evening snack. The peanuts present in it contains mono-unsaturated fatty acids (MUFA), especially oleic acid which helps lower LDL or ""bad cholesterol"" and increases HDL or ""good cholesterol"" level in the blood.","['Beaten rice (poha)-\xa0 30 g', 'Peanuts- 1 tbsp', 'Roasted chana dal -5 g', 'Mustard seeds -¼ tsp', 'Green chillies, slit lengthwise - 2 nos.\xa0', 'Curry leaves-\xa0 3-4 nos.\xa0', 'Asafoetida-\xa0 a pinch', 'Turmeric powder-\xa0 a pinch', 'Olive oil- ½ tsp', 'Salt to taste']"
mix-veg-thalipeeth,veg,https://www.balancenutrition.in/recipes/recipe-details/mix-veg-thalipeeth,Energy (kcal)- 133,Protein (g) - 3,Carbohydrate (g)- 24,Fat (g) - 4," Bajra is high in proteins with a good amount of amino acids. It is a good source of iron and complex B vitamins such as thiamine, niacin and B6. Cabbage is a low calorie, fiber - rich, modified - leafy vegetable containing health - benefiting antioxidants. Combined with whole wheat flour and vegetables, it makes the overall dish rich in dietary fiber, essential for weight loss. ","['Whole wheat flour (atta) - 1 tbsp', 'Bajra flour - 1 tbsp', 'Methi leaves, chopped - 1 tbsp', 'Cabbage, grated - 1 tbsp', 'Red chilli powder - ¼ tsp', 'Green\xa0', 'Salt - to taste', 'Oil - ½ tsp']"
mixed-vegetable-usli,veg,https://www.balancenutrition.in/recipes/recipe-details/mixed-vegetable-usli,Energy (kcal)- 50,Protein (g) - 4,Carbohydrate (g)- 10,Fat (g) - 3, French beans are very low in calories and so individuals who want to lose weight or are calorie-conscious can consume these in good amounts. The presence of high amounts of dietary fiber in these beans reduces high cholesterol levels. ,"['Mix vegetables [French beans, carrot finely chopped, green peas, cauliflower [small florets] -\xa0', 'Oil - ½ tsp', 'Mustard seeds - ¼\xa0 tsp', 'Dried red chilli - 1no.', 'Salt- to taste']"
moong-patodi,veg,https://www.balancenutrition.in/recipes/recipe-details/moong-patodi,Energy (kcal)- 225,Protein (g) - 10,Carbohydrate (g)- 39,Fat (g) - 3," Sprouts are wonder food due to their high nutritional value. Upon sprouting, the digestibility of the pulse increases to twice and the vitamin and mineral content especially that of Vitamin C, Iron, Riboflavin, Niacin, and Phosphorous is raised three times. They ensure blood purification and strengthen the immune system. ","['Moong sprouts - 20 g\xa0', 'Gram flour (besan) - 2 tbsp\xa0', 'Coriander powder - ¼ tsp\xa0', 'Red chilli powder - ½ tsp\xa0', 'Cumin powder - ¼ tsp', 'Asafoetida - a pinch', 'Turmeric powder - ¼ tsp', 'Yogurt - ½ cup', 'Salt as per taste\xa0', 'Oil - ½ tsp', 'Mustard seeds - ½ tsp', 'Green chillies, cut lengthwise - 2 no.', 'Curry leaves - 2 or 4', 'Fresh coriander leaves, finely chopped - 1 tbsp']"
power-poha-quarantine-sp,veg,https://www.balancenutrition.in/recipes/recipe-details/power-poha-quarantine-sp,Energy (kcal)- 180,Protein (g) - 6,Carbohydrate (g)- 32,Fat (g) - 2.9," Poha is a great source of iron, adding sprouts to it will also improve its protein content. Iron is well absorbed in our body in the presence of vitamin C, squeezing lemon on top will improve the iron absorption. 
","['Flaked\xa0rice-\xa02\xa0tbsp\xa0', 'Sprouts (moong,\xa0matki)-\xa01\xa0tbsp\xa0', 'Finely\xa0chopped onion-\xa01\xa0small', 'Finely\xa0chopped tomato-\xa01/2\xa0small\xa0', 'Finely\xa0chopped green\xa0chillies-\xa01\xa0', 'Finely chopped coriander (cilantro) leaves - 2tsp', 'Lemon\xa0juice-\xa0to\xa0squeeze\xa0on\xa0top', 'Salt-\xa0as\xa0per\xa0taste', 'Oil-\xa01/2\xa0Tsp\xa0', 'Water- as per requirement\xa0']"
puran-poli,veg,https://www.balancenutrition.in/recipes/recipe-details/puran-poli,Energy (kcal)- 168,Protein (g) - 6.3,Carbohydrate (g)- 25,Fat (g) - 4, Puran poli is a classic Maharashtrian delicacy.  It wins over hearts with taste and rich aroma and is so satiating and good protein meal in itself. This highly nutritious sweet which can be enjoyed by all age groups.,"['Split yellow gram - 1/8 cup', 'Jaggery - 1 tsp', 'Cardamom powder - a pinch', 'Ghee - ¼ tsp']"
rajgira-roti,veg,https://www.balancenutrition.in/recipes/recipe-details/rajgira-roti,Energy (kcal)- 111,Protein (g) - 4.2,Carbohydrate (g)- 25,Fat (g) - 2.1," Rajgira is one of the millets used during fast. It has a good amount of antioxidants, calcium, vitamin C& E, iron, magnesium, phosphorus and potassium which is necessary for overall health. It also helps to suppress hunger because the protein reduces insulin levels in the bloodstream and releases a hormone that makes curtails hunger. Besides this, it is also easy to digest because of the presence of amino acids.","['Rajgira flour 2 tbsp\xa0\xa0', 'Sweet potato  2-inch pc.', 'Salt - a pinch', 'Water as required']"
